"ZipCode","City","State","County","AreaCode","CityType","CityAliasAbbreviation","CityAliasName","Latitude","Longitude","TimeZone","Elevation","CountyFIPS","DayLightSaving","PreferredLastLineKey","ClassificationCode","MultiCounty","StateFIPS","CityStateKey","CityAliasCode","PrimaryRecord","CityMixedCase","CityAliasMixedCase","StateANSI","CountyANSI","FacilityCode","CityDeliveryIndicator","CarrierRouteRateSortation","FinanceNumber","UniqueZIPName","CountyMixedCase"
"01825","NORTH READING","MA","MIDDLESEX","978/351/781","Z","","NORTH READING","0","0","","0","017","","V22246","P"," ","25","V22246","","P","North Reading","North Reading","25","017","P","Y","C","245661","","Middlesex"
